Time,Source,Destination,Protocol,Length
2024-11-15 09:32:57.274350,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.274350,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.276340,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:57.321209,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.368882,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.369828,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:57.370690,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.419555,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.419555,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.420234,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:57.513490,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.560930,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:57.563358,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.563358,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.563842,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:57.587168,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.587168,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.587557,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:57.752606,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.752606,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.752606,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.752606,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.754444,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:57.754776,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:57.755010,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:57.955843,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.955843,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.955843,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.958025,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:57.977452,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:57.978774,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.161235,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.161235,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.161235,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.161235,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.163279,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.189450,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.234455,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.306215,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.306215,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.307565,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.328816,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.329919,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:58.379357,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.379357,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.380774,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:58.451897,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.451897,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.452961,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:58.511685,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.512906,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.524110,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.579070,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.595783,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.595783,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.597075,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.655682,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.703581,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.723192,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.739024,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.741192,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.741335,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.795812,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.846865,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.846865,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.848824,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.884389,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.933590,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.940243,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.940243,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.941644,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:58.991147,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.991147,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:58.993108,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.076292,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.076292,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.078400,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.098895,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.099965,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.101275,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.147705,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.147705,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.149764,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.221619,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.221619,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.224989,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.244193,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.244193,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.246427,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.292709,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.292709,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.294041,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.367781,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.367781,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.369630,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.388678,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.389400,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.390445,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.438251,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.438251,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.440858,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.512479,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.512479,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.514313,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.534378,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.534378,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.536618,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.584047,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.584047,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.585731,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.612004,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.656020,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.657535,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.657626,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.679644,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.679644,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.680540,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.728467,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.728467,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.730168,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.800817,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.800817,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.802352,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:32:59.824134,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.825594,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:59.873799,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.873799,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.875448,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:59.888119,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.888876,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:59.889287,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.890209,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:59.945435,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.945435,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.946398,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:32:59.968138,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:32:59.968913,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:00.007379,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.008609,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.017822,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.031232,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.032971,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.041503,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.085597,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.111999,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.151254,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.152865,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.175082,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.176782,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.177600,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.228156,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.273314,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.295830,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.295830,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.297159,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.314498,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.314498,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.315220,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.351994,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.351994,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.353649,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.416848,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.440626,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.440626,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.441759,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.462021,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.463303,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.464150,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.500422,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.500422,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.501378,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.584273,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.584273,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.586879,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.607711,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.607711,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.609088,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.644889,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.644889,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.646735,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.671644,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.671644,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.673156,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.727773,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.729517,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.730671,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.755962,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.755962,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.757163,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.789438,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.789438,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.790798,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.816695,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.816695,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.818676,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.873531,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.873531,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.874809,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.900682,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.900682,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.902826,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.932466,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.933652,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.934627,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:00.961658,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.961658,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:00.963821,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.046339,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.046339,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.048049,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:01.079391,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.079391,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.081441,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:01.106312,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.106312,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.107268,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:01.192975,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.192975,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.195330,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:01.206285,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.207333,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.251162,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.251162,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.253141,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.338718,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.338718,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.341104,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.397474,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.397474,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.399602,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.422322,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.471869,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.484673,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.484673,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.485544,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.502298,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.502298,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.502856,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.540988,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.542751,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.543887,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.614977,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.628563,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.628563,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.629145,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.659494,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.659494,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.660686,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.695648,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.695648,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.696425,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.773314,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.773314,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.774545,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.802078,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.803154,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.803850,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.839343,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.839343,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.840245,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.856904,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.856904,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.857688,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.918053,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.918053,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.919720,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.946134,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.946134,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.946840,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.983380,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.983380,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:01.984439,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:01.998677,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.000009,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.000469,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.062944,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.062944,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.064735,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.089690,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.089690,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.090493,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.127773,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.127773,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.128749,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.143390,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.143390,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.144501,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.207909,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.207909,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.209298,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.232292,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.233706,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.234421,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.271969,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.271969,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.273134,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.287575,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.287575,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.288548,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.353136,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.353136,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.354686,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.377141,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.377141,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.378018,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.416720,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.430150,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.431306,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.431480,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.432321,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.497157,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.497157,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.498437,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.521010,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.521010,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.521693,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.574867,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.576744,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.588164,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.588164,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.589156,192.168.1.34,146.75.122.172,6,74
2024-11-15 09:33:02.614927,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.615591,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.641819,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.642327,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.717706,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.718376,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.733528,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.734010,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.738046,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.738046,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.738481,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.758568,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.812375,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:02.861680,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.862874,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.877142,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.877565,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.888497,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.888497,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.889103,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:02.955455,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:02.956054,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:03.006155,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.006689,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:03.029877,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.031120,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.031560,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:03.062134,192.168.1.34,172.64.155.209,6,55
2024-11-15 09:33:03.092993,172.64.155.209,192.168.1.34,6,66
2024-11-15 09:33:03.099579,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.141695,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:03.149478,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.174189,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.174855,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:03.384977,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.384977,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.384977,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.386971,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:03.387067,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.387795,192.168.1.34,146.75.122.172,6,54
2024-11-15 09:33:03.591816,192.168.1.34,218.248.114.193,17,70
2024-11-15 09:33:03.592085,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.592085,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.592085,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.592085,146.75.122.172,192.168.1.34,6,1466
2024-11-15 09:33:03.593125,192.168.1.34,146.75.122.172,6,66
2024-11-15 09:33:03.621531,218.248.114.193,192.168.1.34,17,121
2024-11-15 09:33:03.631918,192.168.1.34,218.248.114.193,17,79
2024-11-15 09:33:03.634000,192.168.1.34,218.248.114.193,17,79
2024-11-15 09:33:03.638055,192.168.1.34,142.250.195.195,6,66
2024-11-15 09:33:03.678600,142.250.195.195,192.168.1.34,6,66
2024-11-15 09:33:03.681946,192.168.1.34,142.250.195.195,6,54
2024-11-15 09:33:03.682013,218.248.114.193,192.168.1.34,17,119
2024-11-15 09:33:03.682013,218.248.114.193,192.168.1.34,17,153
2024-11-15 09:33:03.683063,192.168.1.34,142.250.195.195,6,254
2024-11-15 09:33:03.685439,192.168.1.34,142.250.182.46,17,1292
2024-11-15 09:33:03.685761,192.168.1.34,142.250.182.46,17,1292
2024-11-15 09:33:03.686216,192.168.1.34,142.250.182.46,17,121
2024-11-15 09:33:03.723713,142.250.195.195,192.168.1.34,6,54
2024-11-15 09:33:03.723713,142.250.195.195,192.168.1.34,6,277
